,index,Titre,Année,Genres,Synopsis,Note,Votes,Popularité,Durée,youtube_url,poster_url,id,Budget,Recette,Synopsis_fr
187,204,Sans plomb,2000,Drame | Comédie,"Passionate about the singer Elvis Costello, Ulysses works every Saturday at a gas station in the middle of nowhere to pay for his meteorology studies. Shy and suffering from stagnation when confronted with a conflict situation, he does not respond to the insistent advances of Marie, who lives across the street. At the same time, Anton and Mirek, two English gangsters, are combing all the gas stations in the area in search of a loot hidden in the toilets.",7.0,2.0,0.5904,100.0,,https://image.tmdb.org/t/p/w500/5eI2DcbWiECrG1rNEy5j3In76BR.jpg,375772,0.0,0.0,"Passionné par le chanteur Elvis Costello, Ulysse travaille tous les samedis dans une station-service au milieu de nulle part pour payer ses études de météorologie. Timide et souffrant de stagnation face à une situation conflictuelle, il ne répond pas aux avances insistantes de Marie, qui habite de l'autre côté de la rue. Au même moment, Anton et Mirek, deux gangsters anglais, ratissent toutes les stations-service du quartier à la recherche d'un butin caché dans les toilettes."
188,206,Garnier contre Sentou,2015,Comédie,,7.5,2.0,0.1784,80.0,,https://image.tmdb.org/t/p/w500/6cCesZ1JJAvAuJ1VJYhzlsrkHLC.jpg,377173,0.0,0.0,
189,207,Un week-end tranquille,2018,Comédie,,7.3,3.0,0.1338,87.0,,https://image.tmdb.org/t/p/w500/qm0IGIhDF4hv3dsBzc3G7RofZLT.jpg,639799,0.0,0.0,
190,208,Noël à tous les étages,2021,Comédie | Familial | Téléfilm,"On Christmas Eve, we want everything to be perfect, yet things often go sideways. The holidays are a reality check for everyone, whether life is looking bright or dark. This Christmas, the residents of one Parisian apartment building are going to share an unforgettable holiday. They hardly know one another, only exchanging brief greetings when heading to work or taking out the trash. But this year, when neighbors who are jazzed-up, or depressed, or awed by the magic of Christmas find themselves thrown together, sparks will start flying.",7.1,7.0,0.4854,99.0,,https://image.tmdb.org/t/p/w500/gCFx4GzzO4Osbx87Kj5Thwm0tui.jpg,903289,0.0,0.0,"La veille de Noël, nous voulons que tout soit parfait, mais les choses tournent souvent mal. Les vacances sont une confrontation avec la réalité pour tout le monde, que la vie soit brillante ou sombre. Ce Noël, les habitants d'un immeuble parisien vont partager des vacances inoubliables. Ils se connaissent à peine, échangeant seulement de brèves salutations lorsqu'ils se rendent au travail ou sortent les poubelles. Mais cette année, lorsque des voisins excités, déprimés ou impressionnés par la magie de Noël se retrouveront ensemble, des étincelles commenceront à jaillir."
191,209,L’Âme Idéale,2025,Comédie | Romance | Fantastique,"Elsa, a doctor, hides from the world the fact that she can see the dead and help them cross to the other side. Convinced that her gift leads to rejection, she has given up on love, retreating into solitude and her work. That is, until she meets Oscar - a dead man who doesn’t know he’s dead...",7.0,83.0,2.9521,98.0,https://www.youtube.com/watch?v=iwtTvWLyRxs,https://image.tmdb.org/t/p/w500/ws9wCKrqMsS700OOScv8L52wJMa.jpg,1166170,0.0,0.0,"Elsa, médecin, cache au monde le fait qu'elle peut voir les morts et les aider à passer de l'autre côté. Convaincue que son don conduit au rejet, elle a renoncé à l'amour, se retirant dans la solitude et son travail. Jusqu'à ce qu'elle rencontre Oscar, un homme mort qui ne sait pas qu'il est mort..."
192,210,Lady bar,2007,Comédie | Drame | Romance | Téléfilm,Jean and Polo are two old friends who decide to go to Thailand to change their minds.,9.0,2.0,0.1889,97.0,https://www.youtube.com/watch?v=cc1ezAR5RMo,https://image.tmdb.org/t/p/w500/mJtaXFqRwv8Np41UcXLvfQUKU7M.jpg,118006,0.0,0.0,Jean et Polo sont deux vieux amis qui décident de partir en Thaïlande pour se changer les idées.
193,211,Demain tout commence,2016,Drame | Comédie,A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,7.724,3053.0,2.9684,118.0,https://www.youtube.com/watch?v=OAt0mmfW8S4,https://image.tmdb.org/t/p/w500/r91oF00h2CfTMFDHN26Oh8bPRqv.jpg,382591,0.0,1447740.0,"Un homme sans attaches ni responsabilités se retrouve soudain avec un bébé abandonné et part pour Londres pour tenter de retrouver la mère. Huit ans plus tard, après que lui et sa fille soient devenus inséparables, la mère de Gloria réapparaît."
194,212,Les Amazones,2005,Comédie,,9.0,2.0,0.1708,103.0,https://www.youtube.com/watch?v=DFr9lrE65Q0,https://image.tmdb.org/t/p/w500/8e7nMUmKXtIXAAaqeDHNrdqvk8R.jpg,382852,0.0,0.0,
195,213,Les duos impossibles de Jérémy Ferrari : 8ème édition,2021,Comédie,"For the 8th edition of his ""Duos impossibles"", Jérémy Ferrari takes to the Folies Bergère stage with a host of artists chosen by himself. Each was assigned a pairing, and together the duos were tasked with writing and performing a sketch on the year's theme: love.",7.8,9.0,0.1388,150.0,,https://image.tmdb.org/t/p/w500/sd0vsu9dtvkitjNwiDM3pTaV5wA.jpg,907339,0.0,0.0,"Pour la 8ème édition de ses ""Duos impossibles"", Jérémy Ferrari monte sur la scène des Folies Bergère avec une pléiade d'artistes choisis par lui-même. Chacun s'est vu attribuer un duo et, ensemble, les duos ont été chargés d'écrire et de réaliser un sketch sur le thème de l'année : l'amour."
196,214,Merci Patron !,2016,Comédie | Documentaire,"A family fired by a company owned by LVMH (Group owned by French billionaire, Bernard Arnault) seeks reparation from their previous employer with the help of the movie director.",7.282,142.0,0.2658,83.0,https://www.youtube.com/watch?v=U55G_PiSFh0,https://image.tmdb.org/t/p/w500/8FUyxT4mdCSKjbME2qC6fuq8Z8w.jpg,383809,162297.0,3800000.0,Une famille licenciée par une société appartenant à LVMH (Groupe du milliardaire français Bernard Arnault) demande réparation à son ancien employeur avec l'aide du réalisateur.
197,215,Dans la maison,2012,Comédie | Drame | Mystère | Thriller,"A sixteen-year-old boy insinuates himself into the house of a fellow student from his literature class and writes about it in essays for his French teacher. Faced with this gifted and unusual pupil, the teacher rediscovers his enthusiasm for his work, but the boy’s intrusion will unleash a series of uncontrollable events.",7.235,911.0,5.5267,105.0,https://www.youtube.com/watch?v=nW4WrjUUpbM,https://image.tmdb.org/t/p/w500/9PgK7yDdfb2nar4fkMzLavWjYmH.jpg,121875,0.0,11879046.0,"Un garçon de seize ans s'insinue dans la maison d'un camarade de classe de littérature et écrit des essais pour son professeur de français. Face à cet élève doué et atypique, le professeur retrouve son enthousiasme pour son travail, mais l'intrusion du garçon va déclencher une série d'événements incontrôlables."
198,216,Jamel et ses amis au Marrakech du rire 2012,2012,Comédie,"Marrakech du Rire is an annual international festival of humor that has been held since 2011 in Marrakech, Morocco. Created by comedian Jamel Debbouze, it has been broadcast every year since its creation on the French TV channel M6.",7.8,10.0,0.301,120.0,,https://image.tmdb.org/t/p/w500/mfCnFi5c24m3usIx2wQIvz716TW.jpg,122169,0.0,0.0,"Marrakech du Rire est un festival international d'humour annuel qui se tient depuis 2011 à Marrakech, au Maroc. Créée par l'humoriste Jamel Debbouze, elle est diffusée chaque année depuis sa création sur la chaîne française M6."
199,217,"Ferrari, Tsamere, Lecaplain : La Tournée du Trio",2025,Comédie,"My name is Arnaud. I’m going to perform in the Trio show with Baptiste and Jérémy. I’ve been tasked with writing the pitch for the show. As I write these lines, I have no idea what it’s going to be. But roughly, here’s how it’ll go: we’re going to write a show, and it probably won’t go as planned because of one person. Apparently, me. Thanks to my vast experience, I’ll save the evening. Baptiste will follow me blindly because he loves me. Jérémy will yell at me. Because he’s an idiot. But one thing’s for sure: you’re going to laugh a lot. And so will we.",7.6,12.0,0.2948,117.0,https://www.youtube.com/watch?v=rHhhzL4dZI8,https://image.tmdb.org/t/p/w500/enBw23LIKJrXfMZJomgomcNgtuw.jpg,1433379,0.0,0.0,"Je m'appelle Arnaud. Je vais me produire dans le spectacle Trio avec Baptiste et Jérémy. J'ai été chargé d'écrire le pitch de l'émission. Au moment où j’écris ces lignes, je n’ai aucune idée de ce que ça va être. Mais en gros, voilà comment ça va se passer : on va écrire un spectacle, et ça ne se passera probablement pas comme prévu à cause d’une seule personne. Apparemment, moi. Grâce à ma vaste expérience, je sauverai la soirée. Baptiste me suivra aveuglément parce qu'il m'aime. Jérémy va me crier dessus. Parce que c'est un idiot. Mais une chose est sûre : vous allez beaucoup rire. Et nous aussi."
200,218,1905 (à Montréal),2006,Comédie,,9.0,2.0,0.0486,68.0,,https://image.tmdb.org/t/p/w500/iidtguhV23HhIOlTGwroVCnHz1L.jpg,647194,0.0,0.0,
201,219,Jeff Panacloc contre-attaque,2019,Comédie,Jeff strikes back after Jean-Marc was arrested!,7.1,25.0,0.1685,125.0,,https://image.tmdb.org/t/p/w500/fI4d3jFJ2puD6e894chfX5SQXzA.jpg,648116,0.0,0.0,Jeff contre-attaque après l'arrestation de Jean-Marc !
202,220,En famille : Vacances en Bretagne,2019,Comédie | Familial,,8.2,4.0,0.108,90.0,,https://image.tmdb.org/t/p/w500/ayZ6xWo703W6ht8Rhvc7Yow10Ck.jpg,648545,0.0,0.0,
203,221,Candice Renoir - Ailleurs l'herbe est plus verte,2025,Téléfilm | Comédie | Crime,,7.6,4.0,0.2238,95.0,,https://image.tmdb.org/t/p/w500/hw0EsXRS55H19LXRS2pKz4gwtiS.jpg,1435445,0.0,0.0,
204,222,Joyeuses Pâques,2023,Comédie,,8.0,3.0,0.1606,135.0,https://www.youtube.com/watch?v=0DUkUiBJdEY,https://image.tmdb.org/t/p/w500/wev6LFOZuun42yQpFKxcASXm3us.jpg,1173546,0.0,0.0,
205,223,Les Guignols de l'info - Putain 20 ans !,2009,Comédie,,8.5,2.0,0.2142,244.0,,https://image.tmdb.org/t/p/w500/yWMaDkGjuwlS9N0ywNW7iqDKrWa.jpg,387346,0.0,0.0,
206,224,Les Bodin's - Grandeur Nature,2019,Comédie,,8.0,2.0,0.0887,160.0,,https://image.tmdb.org/t/p/w500/svr3a4wwJertww8rXe9scJhGpL7.jpg,649549,0.0,0.0,
207,226,Ernest et Célestine,2012,Animation | Familial | Crime | Drame | Comédie,"Celestine is a little mouse trying to avoid a dental career while Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.",7.734,679.0,1.4316,79.0,https://www.youtube.com/watch?v=OzPpnMFCrHY,https://image.tmdb.org/t/p/w500/iJPbRASktYW0I009Ktc2zUE6Fvg.jpg,126319,12500000.0,8170333.0,"Célestine est une petite souris qui tente d'éviter une carrière dentaire tandis qu'Ernest est un gros ours en quête d'un débouché artistique. Lorsque Célestine rencontre Ernest, ils surmontent leur inimitié naturelle en forgeant ensemble une vie de crime."
208,227,Lady bar 2,2009,Drame | Comédie,The sequel of Lady Bar follows Jean and Pat opening a match-making resort on a beautiful Thai island while Jean's friend Polo finds himself soul-searching in a buddhist monastry.,9.0,2.0,0.0662,97.0,https://www.youtube.com/watch?v=XuuCFAm__MU,https://image.tmdb.org/t/p/w500/jlThiS97JKpTK1JVZEqCuluvQr0.jpg,126824,0.0,0.0,"La suite de Lady Bar suit Jean et Pat ouvrant un complexe de rencontres sur une magnifique île thaïlandaise tandis que l'ami de Jean, Polo, se retrouve en introspection dans un monastère bouddhiste."
209,228,Les Amazones : 3 ans après…,2007,Comédie,,9.0,2.0,0.1314,99.0,,https://image.tmdb.org/t/p/w500/rvdbwkOiWwjWt6VJAqmboUFeob1.jpg,389226,0.0,0.0,
210,229,Adieu les cons,2020,Comédie | Drame,"When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.",7.179,949.0,1.1111,87.0,https://www.youtube.com/watch?v=9uotsv-vf6I,https://image.tmdb.org/t/p/w500/e6m9bwuwj6zluvkZgzP5gFSnRyB.jpg,651881,9700000.0,16955173.0,"Lorsque Suze Trappet, coiffeuse de 43 ans, découvre qu'elle est gravement malade, elle décide de partir à la recherche d'un enfant qu'elle a été contrainte d'abandonner alors qu'elle n'avait que 15 ans. Dans sa folle quête bureaucratique, elle croise la route de JB, un homme de 50 ans en plein burn-out, et de M. Blin, un archiviste aveugle enclin aux excès d'enthousiasme. Le trio improbable se lance dans un voyage hilarant et poignant à travers la ville à la recherche de l'enfant perdu depuis longtemps de Suze."
211,230,Mobile Étoile,2016,Comédie | Musique,,7.0,2.0,0.3074,119.0,https://www.youtube.com/watch?v=mW9-WEhceOw,https://image.tmdb.org/t/p/w500/zN9a7scZlxKBaypwZoTpnYs9W8w.jpg,391063,0.0,0.0,
212,231,Mauvaise Pioche,2026,Comédie,,7.0,10.0,1.5754,92.0,https://www.youtube.com/watch?v=cAw3XzAqhig,https://image.tmdb.org/t/p/w500/bLKDM4BEowhzck0Bdhy2hbMDecp.jpg,1440304,0.0,0.0,
213,232,Le Professeur Rollin a encore quelque chose à dire,2003,Comédie,,7.5,5.0,0.1513,77.0,,https://image.tmdb.org/t/p/w500/2GtildWr3TRPiDyQi90vLXOepXk.jpg,129692,0.0,0.0,
214,235,Ma vie de courgette,2016,Animation | Comédie | Drame,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",7.8,1496.0,1.4346,66.0,https://www.youtube.com/watch?v=kY6sftI-orE,https://image.tmdb.org/t/p/w500/2uu8fIzl76C9MFiUQhjKYSLKVq.jpg,393559,8000000.0,5873256.0,"Après la mort de sa mère, Zucchini se lie d'amitié avec un gentil policier, Raymond, qui l'accompagne dans sa nouvelle famille d'accueil remplie d'autres orphelins de son âge. Là, avec l'aide de ses nouveaux amis, Zucchini apprend finalement à faire confiance et à aimer alors qu'il cherche sa propre famille."
215,236,Montreux Comedy Festival 2019 - Montreux fête ses 30 ans,2019,Comédie,,8.0,2.0,0.1001,140.0,,https://image.tmdb.org/t/p/w500/kVGhGizD0xHG42rKfRTNZABXH7f.jpg,658205,0.0,0.0,
216,237,Kev Adams : La Dernière en direct,2019,Comédie,,7.4,18.0,0.1176,111.0,,https://image.tmdb.org/t/p/w500/hv50Zp3HEQRRE9plX1jrtv6kysa.jpg,658920,0.0,0.0,
217,238,En famille : Un si joyeux Noël,2019,Comédie | Familial,,7.0,2.0,0.3736,90.0,,https://image.tmdb.org/t/p/w500/rfOuFKuvTYNqc8cZhJMlVTJ4Fhz.jpg,659385,0.0,0.0,
